step,hour,global_hour,day_index,hour_of_day,time_label,expected_passing_total,expected_station_arrivals_ab,expected_station_arrivals_bc,expected_passing_ab,expected_passing_ba,arrivals_total,arrivals_total_station_ab,arrivals_total_station_bc,arrivals_ab,arrivals_ba,starts_total,starts_ab,starts_ba,completions_total,completions_ab,completions_ba,queue_length,queue_wait_mean_minutes,queue_wait_target_minutes,queue_wait_excess_minutes,queue_wait_target_breached,active_plugs,effective_num_plugs,unused_mobile_chargers,unused_mobile_stations_estimate,utilization,started_wait_mean_minutes,completed_wait_mean_minutes,started_service_mean_minutes,disruption_active,disruption_type,disruption_type_code,disruption_target,disruption_target_code,disruption_day_index,disruption_remaining_minutes,rl_action_mcs,num_active_mobile_stations,num_active_mobile_stations_station_ab,num_active_mobile_stations_station_bc,queue_length_station_ab,queue_length_station_bc,queue_wait_mean_minutes_station_ab,queue_wait_mean_minutes_station_bc,local_deficit_without_mcs_station_ab,local_deficit_without_mcs_station_bc,local_deficit_bias_ab_minus_bc,mobile_service_capacity_station_ab,mobile_service_capacity_station_bc,spatial_deficit_coverage,unused_mobile_stations_estimate_station_ab,unused_mobile_stations_estimate_station_bc,expected_passing_od_ab,expected_passing_od_ba,expected_passing_od_bc,expected_passing_od_cb,expected_passing_od_ac,expected_passing_od_ca,reward,expected_demand_share_ab,expected_demand_share_bc,allocation_share_ab,allocation_share_bc,allocation_demand_gap_ab,allocation_demand_gap_bc,allocation_vs_demand_alignment,allocation_bias_ab_minus_bc,expected_demand_bias_ab_minus_bc,alignment_on_station_ab_disruption,alignment_on_station_bc_disruption,disruption_target_is_station_ab,disruption_target_is_station_bc,disruption_target_is_all_stations,disruption_target_is_od_ab,disruption_target_is_od_ba,disruption_target_is_od_bc,disruption_target_is_od_cb,disruption_target_is_od_ac,disruption_target_is_od_ca,disruption_target_is_eastbound,disruption_target_is_westbound,disruption_target_is_all_ods,step_in_day,day_progress,queue_length_rolling_1h,utilization_rolling_1h,arrivals_total_rolling_1h,starts_total_rolling_1h,completions_total_rolling_1h,queue_wait_mean_minutes_rolling_1h,started_service_mean_minutes_rolling_1h,started_wait_mean_minutes_rolling_1h,effective_num_plugs_rolling_1h
295,24.583333333333332,24.583333333333332,1,0.5833333333333321,00:34,26.001165552821735,0.7150328292109001,0.7150312761942954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,110.0,141.0454559326172,0.0,0.0,0,15.0,24.0,0.0,0.0,0.625,141.0454559326172,141.0454559326172,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,282.0909118652344,0.0,110.71503448486328,-110.71503448486328,0.0,0.0,0.0,0.0,0.0,6.719613135595156,2.6627492755934012,2.6627906569135913,6.719543517609426,3.61825322685893,3.6182157402512294,-116.8875,0.5000005429884572,0.4999994570115428,0.0,0.0,0.5000005429884572,0.4999994570115428,0.0,0.0,1.5530166046495708e-06,,,0,0,0,0,0,0,0,0,0,0,0,0,7,0.024305555555555507,114.5,0.697916661699613,1.9166666666666667,2.5,2.5,141.6131935119629,30.0,141.6131935119629,24.0
296,24.666666666666668,24.666666666666668,1,0.6666666666666679,00:40,26.001481814152513,0.7150417371074173,0.715039762670971,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,110.0,141.52272033691406,0.0,0.0,0,15.0,24.0,0.0,0.0,0.625,141.52272033691406,141.52272033691406,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,283.0454406738281,0.0,109.71504211425781,-109.71504211425781,0.0,0.0,0.0,0.0,0.0,6.719704313809022,2.662776049274619,2.66282865965015,6.719615804589013,3.618302322820242,3.618254664009468,-117.19749609375002,0.5000006903230503,0.49999930967694967,0.0,0.0,0.5000006903230503,0.49999930967694967,0.0,0.0,1.9744364462281894e-06,,,0,0,0,0,0,0,0,0,0,0,0,0,8,0.02777777777777783,114.08333333333333,0.690972218910853,1.9166666666666667,2.3333333333333335,2.3333333333333335,141.34878285725912,30.0,141.34878285725912,24.0
297,24.75,24.75,1,0.75,00:45,26.00187878644192,0.7150529183364334,0.7150504149178725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,108.0,142.5231475830078,0.0,0.0,0,14.0,24.0,0.0,0.0,0.5833333134651184,142.5231475830078,142.5231475830078,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,285.0462951660156,0.0,108.71504974365234,-108.71504974365234,0.0,0.0,0.0,0.0,0.0,6.719818761335814,2.6628096554963965,2.662876361006641,6.719706539124462,3.6183639484115915,3.6183035210670176,-115.4116666686535,0.5000008752579281,0.49999912474207187,0.0,0.0,0.5000008752579281,0.49999912474207187,0.0,0.0,2.5034185608951987e-06,,,0,0,0,0,0,0,0,0,0,0,0,0,9,0.03125,113.33333333333333,0.6770833283662796,1.6666666666666667,2.4166666666666665,2.4166666666666665,141.1690877278646,30.0,141.1690877278646,24.0
298,24.833333333333332,24.833333333333332,1,0.8333333333333321,00:49,26.002375652955763,0.7150669132246075,0.7150637476879595,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,107.0,144.25233459472656,0.0,0.0,0,14.0,24.0,0.0,0.0,0.5833333134651184,144.25233459472656,144.25233459472656,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,288.5046691894531,0.0,106.7150650024414,-106.7150650024414,0.0,0.0,0.0,0.0,0.0,6.71996200898213,2.6628517180946822,2.6629360662498778,6.719820105615153,3.618441081759608,3.6183646722543132,-115.0816666686535,0.5000011067298724,0.49999889327012753,0.0,0.0,0.5000011067298724,0.49999889327012753,0.0,0.0,3.1655366479199643e-06,,,0,0,0,0,0,0,0,0,0,0,0,0,10,0.034722222222222175,112.5,0.659722218910853,1.5,2.3333333333333335,2.3333333333333335,141.22074254353842,30.0,141.22074254353842,24.0
299,24.916666666666668,24.916666666666668,1,0.9166666666666679,00:55,26.002995783873924,0.7150843800319469,0.715080388081119,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,106.0,145.99057006835938,0.0,0.0,0,15.0,24.0,0.0,0.0,0.625,145.99057006835938,145.99057006835938,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,291.98114013671875,0.0,105.71508026123047,-105.71508026123047,0.0,0.0,0.0,0.0,0.0,6.720140794807276,2.662904215258573,2.663010583854299,6.719961845287408,3.618537351050071,3.618440993616296,-114.72750000000002,0.5000013956261953,0.4999986043738047,0.0,0.0,0.5000013956261953,0.4999986043738047,0.0,0.0,3.991950827897384e-06,,,0,0,0,0,0,0,0,0,0,0,0,0,11,0.038194444444444496,111.83333333333333,0.6493055522441864,1.25,1.9166666666666667,1.9166666666666667,141.65233993530273,30.0,141.65233993530273,24.0
300,25.0,25.0,1,1.0,01:00,26.003767557253358,0.7151061180772543,0.7151010975716803,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,107.0,144.95327758789062,0.0,0.0,0,16.0,24.0,0.0,0.0,0.6666666865348816,144.95327758789062,144.95327758789062,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,289.90655517578125,0.0,106.71510314941406,-106.71510314941406,0.0,0.0,0.0,0.0,0.0,6.7203633008966115,2.66296954897723,2.6631033242041213,6.720138243750193,3.618657162021252,3.61853597740395,-115.35333723759652,0.5000017551671951,0.49999824483280497,0.0,0.0,0.5000017551671951,0.49999824483280497,0.0,0.0,5.0205055740493165e-06,,,0,0,0,0,0,0,0,0,0,0,0,0,12,0.041666666666666664,111.16666666666667,0.6458333333333334,1.3333333333333333,2.0,2.0,142.04518508911133,30.0,142.04518508911133,24.0
301,25.083333333333332,25.083333333333332,1,1.0833333333333321,01:04,26.00472531912395,0.7151330947834289,0.7151267977683882,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,102.0,141.27450561523438,0.0,0.0,0,15.0,24.0,0.0,0.0,0.625,141.27450561523438,141.27450561523438,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,282.54901123046875,0.0,106.71512603759766,-106.71512603759766,0.0,0.0,0.0,0.0,0.0,6.720639430291777,2.663050626238679,2.663218415040708,6.720357150307189,3.618805847080187,3.618653850165409,-108.06750000000002,0.5000022013534301,0.4999977986465699,0.0,0.0,0.5000022013534301,0.4999977986465699,0.0,0.0,6.297015040734877e-06,,,0,0,0,0,0,0,0,0,0,0,0,0,13,0.04513888888888884,110.08333333333333,0.6354166666666666,1.3333333333333333,2.4166666666666665,2.4166666666666665,141.9231325785319,30.0,141.9231325785319,24.0
302,25.166666666666668,25.166666666666668,1,1.1666666666666679,01:10,26.005910501447737,0.7151664771706547,0.7151586004089707,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,102.0,139.313720703125,0.0,0.0,0,15.0,24.0,0.0,0.0,0.625,139.313720703125,139.313720703125,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,278.62744140625,0.0,102.71515655517578,-102.71515655517578,0.0,0.0,0.0,0.0,0.0,6.720981129498817,2.663150953553702,2.663360835918326,6.720628033285393,3.618989838960901,3.6187997102305958,-107.66750000000002,0.5000027534865351,0.49999724651346483,0.0,0.0,0.5000027534865351,0.49999724651346483,0.0,0.0,7.876761684011413e-06,,,0,0,0,0,0,0,0,0,0,0,0,0,14,0.04861111111111116,109.08333333333333,0.6284722238779068,1.4166666666666667,2.4166666666666665,2.4166666666666665,141.63385136922201,30.0,141.63385136922201,24.0
303,25.25,25.25,1,1.25,01:15,26.007372918161686,0.7152076683676722,0.7151978421312205,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,100.0,140.10000610351562,0.0,0.0,0,16.0,24.0,0.0,0.0,0.6666666865348816,140.10000610351562,140.10000610351562,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,280.20001220703125,0.0,100.71519470214844,-100.71519470214844,0.0,0.0,0.0,0.0,0.0,6.721402762433621,2.6632747464987707,2.6635365741158257,6.7209622759719885,3.619216872079641,3.61897968706184,-105.75333723759653,0.5000034347729995,0.4999965652270004,0.0,0.0,0.5000034347729995,0.4999965652270004,0.0,0.0,9.826236451737635e-06,,,0,0,0,0,0,0,0,0,0,0,0,0,15,0.052083333333333336,107.66666666666667,0.6284722238779068,1.1666666666666667,2.5833333333333335,2.5833333333333335,141.51219940185547,30.0,141.51219940185547,24.0
304,25.333333333333332,25.333333333333332,1,1.3333333333333321,01:19,26.009172260905125,0.71525834975051,0.7152461245992718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,99.0,141.71717834472656,0.0,0.0,0,16.0,24.0,0.0,0.0,0.6666666865348816,141.71717834472656,141.71717834472656,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,283.4343566894531,0.0,98.71524810791016,-98.71524810791016,0.0,0.0,0.0,0.0,0.0,6.721921542075038,2.6634270560813076,2.6637528046252785,6.721373518054012,3.619496214963482,3.619201125106006,-105.5333372375965,0.5000042730209717,0.49999572697902833,0.0,0.0,0.5000042730209717,0.49999572697902833,0.0,0.0,1.2225151238109966e-05,,,0,0,0,0,0,0,0,0,0,0,0,0,16,0.055555555555555504,106.41666666666667,0.6284722238779068,1.0,2.25,2.25,141.79601414998373,30.0,141.79601414998373,24.0
305,25.416666666666668,25.416666666666668,1,1.4166666666666679,01:25,26.01137981724073,0.7153205293524615,0.7153053605957786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,98.0,143.3163299560547,0.0,0.0,0,15.0,24.0,0.0,0.0,0.625,143.3163299560547,143.3163299560547,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,286.6326599121094,0.0,97.7153091430664,-97.7153091430664,0.0,0.0,0.0,0.0,0.0,6.722558026461784,2.663613913822377,2.664018096994185,6.7218780477139255,3.619838937325576,3.6194727949228827,-105.10750000000003,0.5000053014407154,0.4999946985592847,0.0,0.0,0.5000053014407154,0.4999946985592847,0.0,0.0,1.5168756682837348e-05,,,0,0,0,0,0,0,0,0,0,0,0,0,17,0.059027777777777825,105.08333333333333,0.6284722238779068,0.9166666666666666,2.25,2.25,142.16557693481445,30.0,142.16557693481445,24.0
306,25.5,25.5,1,1.5,01:30,26.01408043513512,0.7153965972165922,0.7153778267158395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,145.8163299560547,0.0,0.0,0,14.0,24.0,0.0,0.0,0.5833333134651184,145.8163299560547,145.8163299560547,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,291.6326599121094,0.0,96.71537780761719,-96.71537780761719,0.0,0.0,0.0,0.0,0.0,6.723336685969346,2.663842497518525,2.6643426519273197,6.722495249728685,3.620258215521955,3.6198051344692916,-106.20166666865349,0.5000065595597876,0.4999934404402124,0.0,0.0,0.5000065595597876,0.4999934404402124,0.0,0.0,1.8770500752718355e-05,,,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0625,103.91666666666667,0.625,0.8333333333333334,2.0,2.0,142.6521313985189,30.0,142.6521313985189,24.0
307,25.583333333333332,25.583333333333332,1,1.5833333333333321,01:34,26.01737475808425,0.7154893883802427,0.7154662233143911,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,96.0,144.0625,0.0,0.0,0,14.0,24.0,0.0,0.0,0.5833333134651184,144.0625,144.0625,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,288.125,0.0,97.71546936035156,-97.71546936035156,0.0,0.0,0.0,0.0,0.0,6.724286549014836,2.6641213196772497,2.664738570648253,6.72324811502835,3.6207696802387574,3.620210523476804,-102.96166666865349,0.5000080942643021,0.4999919057356978,0.0,0.0,0.5000080942643021,0.4999919057356978,0.0,0.0,2.3165065851538102e-05,,,0,0,0,0,0,0,0,0,0,0,0,0,19,0.06597222222222217,102.75,0.6215277761220932,1.0,2.1666666666666665,2.1666666666666665,142.90355173746744,30.0,142.90355173746744,24.0
308,25.666666666666668,25.666666666666668,1,1.6666666666666679,01:40,26.021381755449077,0.7156022541870618,0.7155737423626375,0.0,0.0,3.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,94.0,142.1542510986328,0.0,0.0,0,16.0,24.0,0.0,0.0,0.6666666865348816,142.1542510986328,142.1542510986328,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,284.3085021972656,0.7156023979187012,95.715576171875,-94.9999771118164,0.0,0.0,0.0,0.0,0.0,6.7254419334342135,2.664460440609282,2.665220160068935,6.724163817166846,3.6213918103107297,3.6207035938590706,-99.96333333134652,0.500009960977718,0.499990039022282,0.0,0.0,0.500009960977718,0.499990039022282,0.0,0.0,2.8511824424315435e-05,,,0,0,0,0,0,0,0,0,0,0,0,0,20,0.06944444444444449,101.41666666666667,0.625,1.1666666666666667,2.5,2.5,142.956179300944,30.0,142.956179300944,24.0
309,25.75,25.75,1,1.75,01:45,26.026241572198707,0.7157391426130781,0.7157041438578509,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,91.0,141.59339904785156,0.0,0.0,0,18.0,24.0,0.0,0.0,0.75,141.59339904785156,141.59339904785156,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,283.1867980957031,0.7157392501831055,92.71570587158203,-91.99996948242188,0.0,0.0,0.0,0.0,0.0,6.7268432707303445,2.664871708093989,2.6658042768070698,6.725274361013129,3.622146376547108,3.6213015790070693,-96.52499609375002,0.5000122249884288,0.49998777501157116,0.0,0.0,0.5000122249884288,0.49998777501157116,0.0,0.0,3.499875522727791e-05,,,0,0,0,0,0,0,0,0,0,0,0,0,21,0.07291666666666667,100.0,0.6388888905445734,1.3333333333333333,2.75,2.75,142.87870025634766,30.0,142.87870025634766,24.0
310,25.833333333333332,25.833333333333332,1,1.8333333333333321,01:49,26.032118721219238,0.715904688265826,0.7158618414012319,0.0,0.0,3.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,90.0,137.75,0.0,0.0,0,19.0,24.0,0.0,0.0,0.7916666269302368,137.75,137.75,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,275.5,0.0,91.71585845947266,-91.71585845947266,0.0,0.0,0.0,0.0,0.0,6.728538030170442,2.665369025398854,2.6665107130136496,6.7266173086539345,3.623058939322545,3.62202470465981,-94.160833337307,0.5000149629369406,0.4999850370630594,0.0,0.0,0.5000149629369406,0.4999850370630594,0.0,0.0,4.2846864594103806e-05,,,0,0,0,0,0,0,0,0,0,0,0,0,22,0.07638888888888884,98.58333333333333,0.65625,1.5,2.9166666666666665,2.9166666666666665,142.33683904012045,30.0,142.33683904012045,24.0
311,25.916666666666668,25.916666666666668,1,1.9166666666666679,01:55,26.039205639508445,0.716104312666123,0.7160519975068416,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,138.7087860107422,0.0,0.0,0,18.0,24.0,0.0,0.0,0.75,138.7087860107422,138.7087860107422,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,277.4175720214844,0.0,89.71604919433594,-89.71604919433594,0.0,0.0,0.0,0.0,0.0,6.730581749286824,2.6659686492158654,2.6673626268146515,6.72823658697383,3.6241594034621354,3.622896623755139,-95.97500000000002,0.5000182644725683,0.49998173552743164,0.0,0.0,0.5000182644725683,0.49998173552743164,0.0,0.0,5.2315159281390855e-05,,,0,0,0,0,0,0,0,0,0,0,0,0,23,0.07986111111111116,97.33333333333333,0.6666666666666666,1.5,2.75,2.75,141.7300237019857,30.0,141.7300237019857,24.0
312,26.0,26.0,1,2.0,02:00,26.0477266268029,0.716344335347032,0.7162806291271273,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,90.0,137.38888549804688,0.0,0.0,0,18.0,24.0,0.0,0.0,0.75,137.38888549804688,137.38888549804688,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,274.77777099609375,0.0,90.71627807617188,-90.71627807617188,0.0,0.0,0.0,0.0,0.0,6.733039176672466,2.6666895187612325,2.6683870199192152,6.7301833806071265,3.625482633592866,3.623944897249991,-94.14500000000001,0.500022234088294,0.49997776591170595,0.0,0.0,0.500022234088294,0.49997776591170595,0.0,0.0,6.370621990470227e-05,,,0,0,0,0,0,0,0,0,0,0,0,0,24,0.08333333333333333,95.91666666666667,0.6736111094554266,1.4166666666666667,2.8333333333333335,2.8333333333333335,141.0996576944987,30.0,141.0996576944987,24.0
313,26.083333333333332,26.083333333333332,1,2.083333333333332,02:04,26.057942181336564,0.7166320962001372,0.7165547237733738,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,138.35165405273438,0.0,0.0,0,17.0,24.0,0.0,0.0,0.7083333134651184,138.35165405273438,138.35165405273438,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,276.70330810546875,0.0,89.716552734375,-89.716552734375,0.0,0.0,0.0,0.0,0.0,6.73598553203117,2.6675536168536884,2.6696152645898787,6.732517112899279,3.627069132632168,3.6252015223303804,-95.85917057490349,0.5000269931406308,0.4999730068593693,0.0,0.0,0.5000269931406308,0.4999730068593693,0.0,0.0,7.737242676342238e-05,,,0,0,0,0,0,0,0,0,0,0,0,0,25,0.08680555555555551,95.0,0.6805555522441864,1.4166666666666667,2.3333333333333335,2.3333333333333335,140.85608673095703,30.0,140.85608673095703,24.0
314,26.166666666666668,26.166666666666668,1,2.166666666666668,02:10,26.070153742370845,0.7169760893618282,0.7168823664685684,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,88.0,137.24432373046875,0.0,0.0,0,16.0,24.0,0.0,0.0,0.6666666865348816,137.24432373046875,137.24432373046875,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,274.4886474609375,0.7169761657714844,89.71688079833984,-88.99990844726562,0.0,0.0,0.0,0.0,0.0,6.73950788721081,2.6685863632232114,2.671083681697547,6.735306516131748,3.6289657854212054,3.626703508686325,-91.82333333134652,0.5000326820589852,0.4999673179410148,0.0,0.0,0.5000326820589852,0.4999673179410148,0.0,0.0,9.372289325981775e-05,,,0,0,0,0,0,0,0,0,0,0,0,0,26,0.09027777777777783,93.83333333333333,0.6840277761220932,1.4166666666666667,2.5833333333333335,2.5833333333333335,140.6836369832357,30.0,140.6836369832357,24.0
315,26.25,26.25,1,2.25,02:15,26.084708842731484,0.7173861087583242,0.7172728775919075,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,135.13735961914062,0.0,0.0,0,16.0,24.0,0.0,0.0,0.6666666865348816,135.13735961914062,135.13735961914062,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,270.27471923828125,0.0,89.71726989746094,-89.71726989746094,0.0,0.0,0.0,0.0,0.0,6.743706670389615,2.6698170395887684,2.6728341709855106,6.73863079051257,3.631226668671331,3.628493502583691,-94.70333333134653,0.5000394627460233,0.4999605372539767,0.0,0.0,0.5000394627460233,0.4999605372539767,0.0,0.0,0.00011323116641670516,,,0,0,0,0,0,0,0,0,0,0,0,0,27,0.09375,93.08333333333333,0.6840277761220932,1.5833333333333333,2.3333333333333335,2.3333333333333335,140.27008310953775,30.0,140.27008310953775,24.0
316,26.333333333333332,26.333333333333332,1,2.333333333333332,02:19,26.102006666717767,0.7178734052145472,0.7177369614549299,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,88.0,133.83522033691406,0.0,0.0,0,17.0,24.0,0.0,0.0,0.7083333134651184,133.83522033691406,133.83522033691406,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,267.6704406738281,0.0,89.71773529052734,-89.71773529052734,0.0,0.0,0.0,0.0,0.0,6.748697293677231,2.671279245162999,2.6749148939355893,6.742580849275236,3.633913927364662,3.63062045730205,-90.7091627624035,0.5000475211668797,0.4999524788331204,0.0,0.0,0.5000475211668797,0.4999524788331204,0.0,0.0,0.0001364437596172996,,,0,0,0,0,0,0,0,0,0,0,0,0,28,0.09722222222222217,92.16666666666667,0.6874999950329462,1.6666666666666667,2.5833333333333335,2.5833333333333335,139.61325327555338,30.0,139.61325327555338,24.0
317,26.416666666666668,26.416666666666668,1,2.416666666666668,02:25,26.122503999308183,0.7184508547759993,0.7182868651859509,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,86.0,130.93023681640625,0.0,0.0,0,17.0,24.0,0.0,0.0,0.7083333134651184,130.93023681640625,130.93023681640625,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,261.8604736328125,0.0,87.7182846069336,-87.7182846069336,0.0,0.0,0.0,0.0,0.0,6.754611902117399,2.673011380176817,2.677381008760732,6.7472606446235135,3.6370987165247533,3.6331403471049684,-87.73916666865351,0.5000570701206525,0.49994292987934746,0.0,0.0,0.5000570701206525,0.49994292987934746,0.0,0.0,0.00016398959004848557,,,0,0,0,0,0,0,0,0,0,0,0,0,29,0.10069444444444449,91.16666666666667,0.6944444378217062,1.75,2.75,2.75,138.58107884724936,30.0,138.58107884724936,24.0
318,26.5,26.5,1,2.5,02:30,26.146721541495467,0.7191331375926051,0.7189365471896457,0.0,0.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,88.0,127.64204406738281,0.0,0.0,0,17.0,24.0,0.0,0.0,0.7083333134651184,127.64204406738281,127.64204406738281,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,255.28408813476562,0.0,87.71893310546875,-87.71893310546875,0.0,0.0,0.0,0.0,0.0,6.761601239428546,2.6750571537528423,2.68029545604094,6.752788566177551,3.6408622058461395,3.6361169202494503,-88.72916666865349,0.5000683521824567,0.49993164781754323,0.0,0.0,0.5000683521824567,0.49993164781754323,0.0,0.0,0.00019659040295938457,,,0,0,0,0,0,0,0,0,0,0,0,0,30,0.10416666666666667,90.33333333333333,0.7048611044883728,2.0833333333333335,2.9166666666666665,2.9166666666666665,137.06655502319336,30.0,137.06655502319336,24.0
319,26.583333333333332,26.583333333333332,1,2.583333333333332,02:34,26.175250553794754,0.7199369263680051,0.7197018540907064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,85.0,126.0882339477539,0.0,0.0,0,16.0,24.0,0.0,0.0,0.6666666865348816,126.0882339477539,126.0882339477539,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,252.1764678955078,0.0,86.7197036743164,-86.7197036743164,0.0,0.0,0.0,0.0,0.0,6.76983662279246,2.677466110980947,2.683729792375596,6.759298899992379,3.6452966430420934,3.63962248461128,-85.08333333134652,0.5000816427983497,0.4999183572016504,0.0,0.0,0.5000816427983497,0.4999183572016504,0.0,0.0,0.00023507227729868685,,,0,0,0,0,0,0,0,0,0,0,0,0,31,0.10763888888888884,89.41666666666667,0.7118055522441864,1.9166666666666667,2.8333333333333335,2.8333333333333335,135.5686995188395,30.0,135.5686995188395,24.0
320,26.666666666666668,26.666666666666668,1,2.666666666666668,02:40,26.208759775474586,0.7208810829871182,0.720600704663984,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,85.0,125.67646789550781,0.0,0.0,0,14.0,24.0,0.0,0.0,0.5833333134651184,125.67646789550781,125.67646789550781,30.0,0,none,0,none,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,251.35293579101562,0.0,84.7206039428711,-84.7206039428711,0.0,0.0,0.0,0.0,0.0,6.779512015610431,2.680294172354051,2.6877650681520437,6.766943332119088,3.650506469944078,3.643738717294893,-85.17166666865349,0.5000972535086937,0.49990274649130634,0.0,0.0,0.5000972535086937,0.49990274649130634,0.0,0.0,0.0002803783231342116,,,0,0,0,0,0,0,0,0,0,0,0,0,32,0.11111111111111116,88.66666666666667,0.7048611044883728,1.75,2.5,2.5,134.1955509185791,30.0,134.1955509185791,24.0
